% Model:              hexGeModeAnalysisv2.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jul 16 2024, 16:32
% Table:              Table 85 - data_to_export
% omega (GHz)                                     Out-of-plane wave number (rad/m)                  N^2 (m^2)                                         wxy (1)                                           wxz (1)                                           wyz (1)                                           mode (m^2)
0.8500000000000001                                -1.1251477567380097E7+2.56141547880152E-6i        2.999265613596391                                 -0.01579081623442722+1.076420870960284E-5i        -14577.172726418903-1.9119388092397932E7i         0.0026449758430829385+0.1271865077114021i         7
0.8500000000000001                                1.1272561862504859E7+2.2123198586010997E-6i       2.9990528079506023                                -0.0780255892738087+2.456098484366456E-5i         0.010481091913504437+0.09799805657585224i         8344.797237732637+1.907448864668077E7i            8
0.8500000000000001                                -1.1272561862504859E7+2.2123198586010997E-6i      2.9990528079506023                                -0.0780255892738087-2.456098484366456E-5i         0.010481091913504437-0.09799805657585224i         8344.797237732637-1.907448864668077E7i            8
0.9                                               1139956.2415153107+1.4608970769116271E-7i         3.000002682220204                                 2.714803476987126E-6+1.4623321575496207E-5i       -3.305930600392088E-7-2.483319396817915E-7i       -6.878930536733053E-8-8.420045541641334E-9i       4
0.9                                               -1139956.2415153107+1.4608970769116271E-7i        3.000002682220204                                 2.714803476987126E-6-1.4623321575496207E-5i       -3.305930600392088E-7+2.483319396817915E-7i       -6.878930536733053E-8+8.420045541641334E-9i       4
0.9                                               2092140.2896589448+5.235312406229775E-9i          2.909650953540946                                 -1.3927419078051072E8-136351.01654802717i         -1.2148730099971348E-5+0.012566257015205536i      -4.098797320473262E-5+0.04149398997550185i        6
0.9                                               -2092140.2896589448+5.235312406229775E-9i         2.909650953540946                                 -1.3927419078051072E8+136351.01654802717i         -1.2148730099971348E-5-0.012566257015205536i      -4.098797320473262E-5-0.04149398997550185i        6
0.9                                               1.1583814165466862E7-1.2552155043215915E-6i       2.999223837900422                                 -0.016947822107091278-1.2716092838661133E-5i      -15408.211715976655+1.9662440847698595E7i         0.001083770656993779-0.12054866505564722i         7
0.9                                               -1.1583814165466862E7-1.2552155043215915E-6i      2.999223837900422                                 -0.016947822107091278+1.2716092838661133E-5i      -15408.211715976655-1.9662440847698595E7i         0.001083770656993779+0.12054866505564722i         7
0.9                                               1.1606786925546454E7-8.788321492462905E-7i        2.998998988192517                                 -0.08296115999342753+3.993169097103881E-5i        -0.007220819104395303+0.11684042104946675i        8813.578684548369+1.9613685140934467E7i           8
0.9                                               -1.1606786925546454E7-8.788321492462905E-7i       2.998998988192517                                 -0.08296115999342753-3.993169097103881E-5i        -0.007220819104395303-0.11684042104946675i        8813.578684548369-1.9613685140934467E7i           8
0.9500000000000002                                1203287.68731298-1.7761611947330667E-8i           3.000002988549437                                 -3.584484542673885E-5-1.592685609760925E-5i       -4.808161976564346E-7-1.7242250987424293E-7i      -4.087644020222988E-7+1.7215701098780007E-8i      4
0.9500000000000002                                -1203287.68731298-1.7761611947330667E-8i          3.000002988549437                                 -3.584484542673885E-5+1.592685609760925E-5i       -4.808161976564346E-7+1.7242250987424293E-7i      -4.087644020222988E-7-1.7215701098780007E-8i      4
0.9500000000000002                                2208369.3203170924+2.5574266060451413E-7i         2.909650425443602                                 -1.3927402531984654E8-143917.30694950008i         -1.3229533445024805E-5+0.013344218055985381i      -4.5016788236034316E-5+0.043788091412333974i      6
0.9500000000000002                                -2208369.3203170924+2.5574266060451413E-7i        2.909650425443602                                 -1.3927402531984654E8+143917.30694950008i         -1.3229533445024805E-5-0.013344218055985381i      -4.5016788236034316E-5-0.043788091412333974i      6
0.9500000000000002                                1.1907543321724765E7+1.9863777621390707E-6i       2.999182214395463                                 -0.017604814370977422-2.0922211850758863E-5i      -16236.39733535144+2.0189727602726478E7i          -0.0010731249208426779-0.15184471358521656i       7
0.9500000000000002                                -1.1907543321724765E7+1.9863777621390707E-6i      2.999182214395463                                 -0.017604814370977422+2.0922211850758863E-5i      -16236.39733535144-2.0189727602726478E7i          -0.0010731249208426779+0.15184471358521656i       7
0.9500000000000002                                1.1932457897334944E7-5.1002863554744035E-6i       2.998945370338667                                 -0.08731939545517499+3.998115802563528E-5i        -0.009329199502896984+0.07658315721967103i        9279.9710817903+2.0137029167493936E7i             8
0.9500000000000002                                -1.1932457897334944E7-5.1002863554744035E-6i      2.998945370338667                                 -0.08731939545517499-3.998115802563528E-5i        -0.009329199502896984-0.07658315721967103i        9279.9710817903-2.0137029167493936E7i             8
1                                                 1266619.2212610738-1.2385969586429035E-7i         3.0000033114428297                                1.0149782874188327E-4-1.8628879812224084E-5i      -6.405199575931934E-7+9.699850899398963E-8i       6.68686579215064E-8-1.6444579954850339E-7i        4
1                                                 -1266619.2212610738-1.2385969586429035E-7i        3.0000033114428297                                1.0149782874188327E-4+1.8628879812224084E-5i      -6.405199575931934E-7-9.699850899398963E-8i       6.68686579215064E-8+1.6444579954850339E-7i        4
1                                                 2324598.191321015+3.3470408094272314E-7i          2.9096498687958205                                -1.3927385091925097E8-151482.16121786227i         -1.1879714070061104E-5+0.014036004029753505i      -5.435998315639875E-5+0.04619772779146656i        6
1                                                 -2324598.191321015+3.3470408094272314E-7i         2.9096498687958205                                -1.3927385091925097E8+151482.16121786227i         -1.1879714070061104E-5-0.014036004029753505i      -5.435998315639875E-5-0.04619772779146656i        6
1                                                 1.2223349171353174E7+6.7579558469694695E-6i       2.999140742174206                                 -0.0185796062832306-5.658700048379169E-6i         -17061.736927775914+2.0702460764386956E7i         -0.009392805201370345-0.12348742852488637i        7
1                                                 -1.2223349171353174E7+6.7579558469694695E-6i      2.999140742174206                                 -0.0185796062832306+5.658700048379169E-6i         -17061.736927775914-2.0702460764386956E7i         -0.009392805201370345+0.12348742852488637i        7
